collided,controller,course,final_goal_err,max_slack,max_tracking_err,mean_tracking_err,min_clearance,path_efficiency,path_length,solve_ms_max,solve_ms_mean,solve_ms_p50,solve_ms_p95,success,t_collision,time_to_goal
True,pid,slalom,0.6306236995643872,,1.7985238348257702,0.8560436515254872,0.14170055322446706,0.7440630705970164,15.724473451709184,,,,,False,2.72,nan
False,mpc,slalom,2.9952670492565946e-05,0.003802858174904448,0.7492413165473815,0.15514790315561586,0.3969053529097789,0.9281740420580362,12.605394537922695,20.60779999010265,5.057802674186145,5.0829999963752925,10.644874995341524,True,,5.6000000000000005
False,pid,crossing,0.01572410945002112,,1.6784172057346651,0.41748712525814985,0.8609395236536223,0.909294131864643,12.867123618193165,,,,,True,,5.42
False,mpc,crossing,2.9479095023302168e-05,0.007672100729186225,0.8502018540702305,0.15033600515074463,0.39366241831820836,0.9847766530395959,11.88086655373781,38.99599995929748,5.422444648325855,4.922049934975803,12.112530041486023,True,,5.54
False,pid,gauntlet,0.052957741390774846,,1.7860704291228398,0.3423560690571589,0.5591493093154788,0.8933992926967393,15.33468865712479,,,,,True,,6.28
False,mpc,gauntlet,4.390224142888951e-05,0.025738402279617382,0.8578125061253024,0.11099161659882507,0.3843539341579203,0.9820226975572054,13.950797709746356,18.576900009065866,4.109666043663008,3.3170499955303967,9.771574998740107,True,,6.32
